Artist,Title,Lyrics,URL
Baby Gold,I Need Your Passion,"Ehy, guy
Don't leave me again
Without a reason, don't feel in prison
Oh baby, never hang up the line
Tomorrow won't you be a liar

I need you do it
And kiss me, my babe
You will belong to me, gimme a ring
I want you do it
And call you up, babe
I feel you wonder because you're dreaming

I need your passion
Don't go breaking my heart
Feel my reaction when it goes on fire
I need your passion
Every day, every night
Baby, I claim you drive me crazy
I need your passion
Don't go breaking my heart
Feel my reaction when it goes on fire
I need your passion
Every day, every night
I feel you passion when it goes on fire tonight

Ehy, man
This night is okay
Hand on my shoulder, why don't you wonder
Oh baby, turn into a fairy man
You're givin' up be liar","https://www.eurobeat-prime.com/lyrics.php?lyrics=1016
"
Baby Gold,I'll Be Live,"Every night tenderly love me
Every day need your smiling
Love me now
Take my breath away, through the sky

Life is love my baby
Love is life together every night
You will be my fever
Cure me with your love

I'll be lieve in my fantasy baby can't you see?
Love is breaking my heart and destiny
Let me feel tonight your love is real

I'll be lieve in this mystery baby, let me dream
Love is filling my heart with harmony
Love me while my piano gently weeps
Baby believe me

Candlelight to see the moonshine
Appetite to taste your lovin'
Please me now
Let me show the way, to the stars","https://www.eurobeat-prime.com/lyrics.php?lyrics=142
"
Baby Gold,Kiss Me All The Night,"You have a lot of girls
The strong will never fall you're danger
You're not the real man
Who put the ring just on my finger, no

What I want is what we got together in the night
You can get it maybe never
Please hold me tight

Kiss me all the night
Forever
Let me feel alright shake up my feelings
Till the morning light
Together
Dancing up and down the night is party

Kiss me all the night
Forever
Let me feel alright shake up my feelings
Till the morning light
Together
Dancing up and down the sun is rising

I'm kissing you my love
Come to the danger zone I need you
You make me feel alright
And open up my heart you make me hot","https://www.eurobeat-prime.com/lyrics.php?lyrics=4212
"
Baby Gold,Kiss Me Kiss Me,"I'm gonna see you
Just around the corner
Along the way I meet your love, hot fire

You got your freedom
Day by day and over
But in the middle of the night I wonder

Song by song
Tell me what is wrong
Never you kill me, what you do baby
Sing a song
Do it all along
I play a new harmony
Ready to let me feel

Kiss me kiss me, baby won't you kiss me
You hurry up and all the night you squeeze me
Kiss me kiss me, baby won't you kiss me
You wanna give, I wanna get your love

I'm gonna have you
Till the time is over
Among the people I can't feel desire

I'll never leave you
When the night is over
Up in the sky you make me feel the power","https://www.eurobeat-prime.com/lyrics.php?lyrics=377
"
Baby Gold,Kiss Me Now,"Show me now my future, babe
Show me now you're not so crazy
Take me to your paradise
Let me touch your fire tonight

Round'n'round, I round around
I'm shaking down your mind to realize
Turn me around, I get the sound
Of your heartbeat, magic pleasure

Kiss me now
I want your heaven
Call me loud
You are my treasure
You can find the biggest lover in town
Tell me for sure I can have you, babe

Kiss me now
I want your heaven
Call me loud
You are my treasure now!
Make me believe in your deep inside
You'll be the fire in my heavenly love!

Take me to your future, babe
Let me see you're not too lazy
Every day I wonder why
Waiting for an answer tonight","https://www.eurobeat-prime.com/lyrics.php?lyrics=3476
"
Baby Gold,Memories Of Love,"Looking for a new surprise now
Longing hard a doctor
In the middle of life
Take a chance one more time
I know what's happened, man

Tell me how many tears
Tell me what you mean
Since I left your bed that night on Monday

Tell me how many girls
Have you left alone
Don't forget all dancing nights
I gave you

Remember my memories of love
Remind your delight
In magical time
Remember, my heart is hot and hot
The memories love is in the night
Guess me

Face to face, I move around you
Holding up the line now
Time and tide in your eyes
Get the fever inside
Calling the best of men","https://www.eurobeat-prime.com/lyrics.php?lyrics=1003
"
Baby Gold,Natural Girl,"Tender infatuation
Joyful, my conversation
Even you talk
Of sending over the skin

Harking at me, you learning
What kind of treasure I am
Only for you
I treat myself to you again

Above my destiny
You're the freedom
And a whisper got to jerk
My reality
A confusion ever felt!
Oh baby, I'm your

NATURAL GIRL
You know like mummy has made me
Carve your name and write my destiny
NATURAL GIRL
What is the colour of love
Oh...colour of my cheer

Honey, I need your backing
Gimme a power lesson
Learning delay
Oh baby, try me out again

Kindly, I feel sensation
Spinning around the treasure
Even you watch me
Babe, I'm livin' ashamed","https://www.eurobeat-prime.com/lyrics.php?lyrics=282
"
Baby Gold,"Stop That Music, Stop The Fire","Kiss me forever
Whenever
'Cause I need you
We'll stay together
Forever
Love and passion

Like a disco fever
Wanna make me feel the power
Because night and day I need the music
Everybody dance on the fire

Stop that music, stop the fire
In my heart I feel desire
Stop that music, catch the power
Ever and ever
Baby, forever

Hold me forever
And ever
'Cause I feel you
Waiting together
Like never
For my passion","https://www.eurobeat-prime.com/lyrics.php?lyrics=743
"
Baby Gold,Tell It To My Heart,"You feel the rhythm
Oh my baby dreamer
I'll make you feel it
Overnight in seizure
I'll be so happy
Everywhere you touch me
I want to make you
Better than a hero

Won't you be crazy
You wanna turn me around
I won't be lazy
Toni-i-i-ight

Baby tell it to my heart
Day by day
Never gonna give you up
In the rain
Baby tell it to my heart
Face to face
Baby I dream of you
Dream of you my baby

I wanna feel you
Just into my bad night
You wanna make it
Till the night is over
You'll be so happy
Everywhere I touch you
Let's stay forever
Night and day together","https://www.eurobeat-prime.com/lyrics.php?lyrics=3539
"
Baby Gold,The Night Is Party,In the heatin,"https://www.eurobeat-prime.com/lyrics.php?lyrics=2868
"
Baby Gold,Too Late For You,"Too many lies, I don't want you
Forget me now, I'm feeling blue
She makes you crazy, funky baby
Every nite I'm so far

Too late for crying in the dark
To search for loving in my heart
I'm not a crazy kamikaze
Don't come back to me now

So every nite and every day
Another guy can make me fly
I wanna give my passion stop me baby
Another guy, another man
Who's going to get the promised land
I'd tell him ""I'm ready for you, my honey""

Too late for you
I don't believe you no more, baby
Too late for you
You'll never change this your life
Too late for you
I just can feel your bad desire
Stop your fantasy
Tonite is not for you and me
No more","https://www.eurobeat-prime.com/lyrics.php?lyrics=230
"
Baby Gold,Traffic In My Bed,"If you want my love
Come on and feel my body
Baby, I can't live without you
I lose my control

Save me
Only you can survive, you hold me tight
I feel crazy
Let me kiss you everyday, every night

Traffic in my bed
With all the men I feel so sad
Without you I'm so lonely, babe
You don't make me cry tonight

Traffic in my bed
With all the men I feel my heart is dead
Only you can light my fire
I want you tonight, desire!

When I fall in love
I wanna be you lady
Baby, I can't stay without you
I don't lose control","https://www.eurobeat-prime.com/lyrics.php?lyrics=231
"
Baby Gold,You Catch My Broken Heart,"Hey, hey, hey
Streaming down your tears
Baby stop that crying
Give up to me

Go, go, go
Baby wipe your cheeks
Breaking down the trunk
Cause i need your beat

Guiding you to your heart
I love for treating myself
To you, tonight I need it
In my heart, find a soul
You came to me like a blow
For crying, so fall in love again

You catch my broken heart
It's never too late
I'm flying baby
Yearning only for your love
You catch my broken heart
There's nothing to fain
You read me baby
Baby now and all the night","https://www.eurobeat-prime.com/lyrics.php?lyrics=2283
"
Baby Mouse,Mickey (English Version),"Oh Mickey, you're so fine
You're so fine, you blow my mind
Hey Mickey, hey Mickey
Oh Mickey, you're so fine
You're so fine, you blow my mind
Hey Mickey, hey Mickey
Oh Mickey, you're so fine
You're so fine, you blow my mind, hey Mickey...

Hey Mickey
You've been around all night 
And that's a little long
You think you've got the right 
But I think you've got it wrong
Why can't we say goodnight? 
So you can take me home, Mickey

Cause when you say you will
It always means you won't
You're givin' me the chills
Baby, please baby don't
Every night you still
Leave me all alone, Mickey

Oh Mickey, what a pity
You don't understand
You take me by the heart 
When you take me by the hand
Oh Mickey, you're so pretty
Can't you understand
It's guys like you, Mickey
Ooh what you do Mickey, do Mickey
Don't break my heart, Mickey

Hey Mickey
Now when you take me by the... 
Who's... ever gonna know
Every time you move 
I let a little more show
There's something you can use
So don't say no, Mickey

So come on and give it to me
Anyway you can
Anyway you want to do it
I'll take it like a man
Oh please baby, please don't leave 
Me in this jam Mickey
","https://www.eurobeat-prime.com/lyrics.php?lyrics=2296
"
Bad Gang,Body Guard,"Only when you're feeling alone
You dial my number
Super Venus close in your home
I will be your thunder

Body guard love is hard
Falling in your eyes
Love is true
All is blue
In the tenderness of the sunshine light

Body guard I'm your angel in the night
Body guard with your passion lost inside
Body guard crazy warrior for your love
Body guard you are so deep inside my soul
I'm so hot without control

If you need protection by me
I'll be there forever
Angel of your body you see
Forever together","https://www.eurobeat-prime.com/lyrics.php?lyrics=2267
"
Bambee,Seventeen (Euro Mix),"All alone upon the shore,
We sit together in the calm of the summer breeze.
I move in a little closer
And I slip my arm in yours.

The sun shines bright upon the ocean waters,
There until the glow of the evening
Sweep me up like the waves and hold me tight in your arms,
Tell me that you love me too.

Knowing that you care
Makes me feel alive

Underneath the summer sky
We sit in silence in the warmth of the midday sun.
With my head upon your shoulder
I melt into your embrace.

The birds fly high above the ocean waters,
There until the hush of the evening
Take me up like the tide, I'll always stay by your side,
Love me the way I love you.

Knowing that you care
Makes me feel alive

Our love is deeper than the ocean waters,
Kiss me till the turn of the evening,
Like the sand needs the sea, your heart belongs here with me.
Love me like I love you.

Knowing you love me
I feel so alive","https://www.eurobeat-prime.com/lyrics.php?lyrics=962
"
